repo_id,stars
749137,3792
1555094,3079
2005484,560
4387547,3295
5698643,4101
5797013,5062
7502247,2578
8426406,4933
8681349,49769
9252533,6352
10353211,5985
11274380,118
11579941,1216
12738012,295
13956112,1417
14734876,14246
15988336,1673
18671453,1210
23633128,342
24227875,6428
24561828,14506
25311354,2891
25459400,13861
27222050,4229
29217054,23007
29906842,15728
30860673,2309
30907774,23070
34674210,152
34798315,9537
36420109,1705
36840131,2178
37035067,1590
38182966,3646
38216778,9196
38233033,3306
38696925,29398
39904377,2110
41310523,2506
44961854,968
45103027,214
45271904,9999
45512989,34329
46527265,6039
48660863,2804
48904888,5659
49292670,920
49632852,1251
50202460,3966
53133861,21124
55018634,2443
56639410,1407
57377821,2245
57602001,22954
59341837,934
59982630,2954
60145277,868
60166854,1831
60352717,1553
60377070,7046
61393415,537
61793256,982
61924149,1779
62087567,4604
62476384,166
62824998,2911
62843932,1784
63793563,979
64834778,1346
65017574,6164
65558310,2253
66331305,1540
67437371,643
68125931,14743
69269563,10766
70431106,28856
71849748,631
72225778,602
72329031,425
73964895,14856
74173698,5997
75190475,7370
75587993,1850
75710587,4068
76678740,2165
76768630,2818
77023811,3127
77321225,749
77341954,2576
78200488,5591
78313173,10447
78732688,851
79263545,225
79372336,2123
80240424,4367
82841862,7012
83542054,1802
83878269,15807
84099393,193
84949566,2054
85768267,227
86599573,6639
87067212,9944
88113789,2319
88222263,1754
90733436,3838
90862638,1938
91857770,802
92287968,15427
94956993,1531
95574086,2034
96012614,744
96256108,709
96416890,184
96853855,1989
97794087,815
97817788,115
98441914,1064
98499283,7326
99139417,181
99379143,1963
99412308,9549
99561213,3027
102067496,2182
102102105,769
102538419,837
102692863,21289
103229836,1680
104722806,5109
104854615,7860
105769029,1222
105808063,218
107108009,4280
107111421,73489
107115042,1858
107305157,1778
107878597,202
108945887,4905
109678660,1761
110606051,648
111699912,889
112103066,6939
112488313,1535
113166974,6697
113577479,1300
114540126,3093
114870155,3660
115673437,1849
115744122,4662
116590428,2649
116697549,3583
116797311,12227
117433667,207
119160553,40055
119741627,474
120720556,2089
121637551,9531
122595764,134
122715432,1667
122816625,1484
123197101,1409
123693096,442
124853261,3524
124882400,1098
125007217,1126
125099497,562
125444399,1772
125862390,2286
128061014,180
129847467,3309
131582572,20788
131881622,14847
131955509,273
132464395,157685
133060053,3542
133444044,2268
134584107,109
136799312,891
137123785,275
137789266,1674
138141023,216
138552196,25408
139945544,876
142422739,10894
142569591,248
142908872,6584
143284193,2674
143328315,39529
145693916,11311
146103950,1823
146435045,4728
146633589,37482
146856200,2889
146863062,5406
147229508,416
148067600,197
148550577,330
150864645,1079
151619717,38510
151904296,1950
152071156,879
156157055,49048
156317154,15148
156401841,9907
156946744,6511
157198623,12834
157908837,177
158025053,688
158673445,4648
158744344,3437
159110178,3129
159797814,951
159916548,3031
160361977,3688
161247988,3397
162021652,8152
163235189,1652
164433070,4269
165041732,25860
165645094,617
166911196,285
167694194,34990
168062479,210
168149502,1764
168269440,6346
169158585,2930
169991845,921
170118596,6134
170777132,7045
171564291,230
172407982,841
172519084,175
173005932,2274
173544440,7736
173827642,1465
175052225,10314
176858880,4667
176982014,17388
177614859,627
178470457,504
178626720,31284
178976529,8777
180307968,1535
180827233,9507
181222410,3399
181436799,15856
182067506,10951
182163054,1918
182865216,2144
185401193,1756
186056630,916
186332888,2319
186698598,1686
186872119,5224
187398354,1142
188356619,2980
189425886,219
189602331,269
191179628,1307
191194671,634
191751197,268
193332705,1970
193973813,423
196340907,1792
197009243,107
198483875,225
200004447,4075
200471228,858
200722670,18089
201025777,14815
201441751,2442
203558879,240
204388092,6666
204786174,829
206314293,1391
207454227,447
207988739,788
209556497,9169
209709465,3780
210357243,1414
212056242,1882
212747520,4253
213250662,548
216243021,974
216525761,436
217049858,1133
217113590,6338
217775615,729
218177655,395
218952803,13156
219035799,10955
219623588,4811
221121871,4976
221631156,1824
221733013,747
221787282,5156
222209282,737
222780595,4657
222824662,16147
223357324,4278
224261160,377
224908244,10768
225125850,137
225260962,16482
225572038,5651
226046528,2273
226368168,1539
227055040,421
228203350,3341
232627037,584
232876381,3783
232901618,2191
233587412,441
234676361,422
236624100,799
238593012,613
239828934,132
241021214,2526
244620269,14151
245127811,719
245949080,1021
247865662,1611
248977013,1209
250036571,3831
251041078,5270
251233119,213
251396732,10318
253079431,1271
253849484,6356
255823049,2571
257327148,638
257520135,360
257648141,2826
260420185,4041
261098554,863
261372860,13676
262296122,87411
262424540,3102
264675954,17363
265127379,448
265850286,971
267420351,1416
267857463,5252
269773439,160
270670394,1959
271090649,3996
271800973,2589
271828142,1712
272785290,1902
272924197,326
273082432,1685
273337347,1349
273630336,342
274610956,1994
275182202,236
276288252,1919
279643881,3648
280784933,494
281475256,1776
281519510,4056
284824224,3223
284864176,4439
285951873,2904
285973698,2046
286408558,2103
286876809,546
288142727,767
288187811,946
288411806,286
288482469,10734
289205582,1532
289605524,7660
290091948,67305
290373506,10669
290686772,397
291070953,573
291703561,7836
291787503,11740
292617111,409
292648103,345
292896321,658
293572361,394
293631918,822
295608796,1489
297302063,4323
297535227,717
297672263,7782
300789100,1180
300996055,25474
302827809,9411
303541321,2087
303705119,3792
303953548,142
304530333,1985
305492699,1111
305572443,205
306242293,607
306977633,31205
306980630,5932
307213173,31336
307315411,565
309504885,3499
310368642,540
312042527,1682
312152973,3391
314748658,801
315977578,7797
316328024,784
